id,user_name,latitude,longitude,scientific_name,common_name,field:dieback percent,field:optional - signs of sap sucker feeding?,field:optional - what 'other factors' were observed?,field:tree health condition,field:tree number,field:tree diameter,field:tree canopy symptoms - wrc - simplified,field:most prevalent understory species,field:are baby redcedar trees present within sight?
279312289,,47.3148101742,-122.5384049485,Thuja plicata,western redcedar,0,No,No selection,Good,355,48.6,Healthy,"evergreen huckleberry, bracken fern",No
279312346,,47.3156585138,-122.5395175005,Thuja plicata,western redcedar,0,No,No selection,Good,770,"",Healthy,Hemlock and Salal,No
279314972,Ray Lepore,47.3150742033,-122.5388606614,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Poor,771A,"",Other (please describe in Notes),Evergreen huckleberry,No
279330339,,47.3147066526,-122.5389190948,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,362,24.4,Healthy,Sword fern and evergreen huckleberry,No
279340923,Ray Lepore,47.314678338,-122.5389930868,Thuja plicata,western redcedar,0,Yes,No selection,Fair,361,27,Thinning Canopy,"Evergreen huckleberry, sword ferns",No
279510879,,47.3150636737,-122.5390489509,Thuja plicata,western redcedar,0,No,No selection,Good,771,61.5,Healthy,"sword fern, evergreen huckleberry, salal",No
280588286,Fig,47.30308,-122.5279533333,Thuja plicata,western redcedar,0,No,No selection,Good,202,23,Healthy,salal,No
280588473,Fig,47.302505,-122.528245,Thuja plicata,western redcedar,1,No,Evidence of soil compaction,Good,807,29.7,Healthy,salal,No
280588602,Fig,47.3023133333,-122.5263366667,Thuja plicata,western redcedar,5,No,No selection,Fair,809,31.9,Branch Dieback or 'Flagging',huckleberry,Yes
281094036,,47.3154291639,-122.5381532698,Thuja plicata,western redcedar,0,No,No selection,Good,665,24.1,Healthy,Fern,No
281104445,,47.3175864111,-122.5433691503,Thuja plicata,western redcedar,0,No,No selection,Good,712,60.3,Healthy,Fern,No
281104500,,47.317453793,-122.5430526986,Thuja plicata,western redcedar,0,No,No selection,Good,773,64.3,Healthy,Holly and sworn fern,No
281104546,,47.3173772271,-122.54305576,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,363,35.6,Healthy,"Sword fern, invasive holly (pulled out visible), trailing blackberry, and salal",No
281106315,Margaret Pratt,47.317581184,-122.5435954947,Thuja plicata,western redcedar,0,No Selection,No selection,Good,364,46.7,Healthy,"sword fern, bracken fern, oregon grape",No Selection
281108220,,47.31690305,-122.5438410338,Thuja plicata,western redcedar,0,No,No selection,Good,365,48.2,Healthy,Sword fern,No
281109224,,47.3169967085,-122.5436805462,Thuja plicata,western redcedar,0,No,No selection,Good,668,36.3,Healthy,Sworn fern and stinging nettle,No
281109851,,47.3171197269,-122.5440766066,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,669,23.4,Healthy,Huckleberry and fern,No
281109895,Ray Lepore,47.3171760566,-122.5441550161,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,670,46.3,Healthy,"Evergreen huckleberry, bracken and sword ferns",No
281111970,,47.3164124539,-122.5443059689,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,774,68.5,Healthy,Sword ferns,No
281114148,,47.3162976919,-122.54437774,Thuja plicata,western redcedar,0,No,No selection,Fair,369,7.2,Branch Dieback or 'Flagging',Nettles; sword fern,No
281115042,,47.3160258499,-122.5444889737,Thuja plicata,western redcedar,0,No,No selection,Good,775,9.5,Healthy,Sworn fern,No
281129643,Ray Lepore,47.316424466,-122.5442686933,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),No selection,368,"",Healthy,"Nettles, bracken and sword ferns",No
281132755,Margaret Pratt,47.3170460511,-122.5438393207,Thuja plicata,western redcedar,0,No Selection,No selection,Good,366,54.8,Healthy,"sword fern, evergreen huckleberry; oregon grape",No Selection
281133109,Margaret Pratt,47.3165459421,-122.5439413967,Thuja plicata,western redcedar,0,No Selection,No selection,Good,671,57.3,Healthy,"sword fern, evergreen huckleberry",No Selection
281133751,,47.3164868979,-122.5439644534,Thuja plicata,western redcedar,0,No,No selection,Good,367,57.1,Healthy,Sword fern,No
286870816,,47.3114083032,-122.5334054364,Thuja plicata,western redcedar,85,No,"Inner stem decay (rot, hollow center, etc.)",Poor,531,44.9,Healthy,Salal and evergreen huckleberry,No
286874958,Ray Lepore,47.3130901567,-122.5333524137,Thuja plicata,western redcedar,0,No,No selection,Good,533,28.7,Healthy,"Evergreen huckleberry, sword fern",No
286876086,Kate Oliver,47.3129414144,-122.5333095275,Thuja plicata,western redcedar,0,No,No selection,Good,532,22.5,Healthy,Huckleberry and Sword Fern,Yes
286881580,,47.3114856074,-122.5343227755,Thuja plicata,western redcedar,0,No,No selection,Fair,983,31.2,Healthy,Huckelberry and Salal,No
286882820,,47.3166150332,-122.5353839389,Thuja plicata,western redcedar,0,No,No selection,Good,981,7.9,Healthy,"Salal, evergreen Huckelberry, bracken and sword ferns",No
286884669,,47.3165812173,-122.5356432558,Thuja plicata,western redcedar,10,No,Other (please describe in Notes),Fair,535,79.3,Healthy,"salal, tons of nettle, catchweed bedstraw, trailing blackberry, and bracken fern",No
286974733,,47.3114121435,-122.5342644572,Thuja plicata,western redcedar,90,Maybe,Multiple factors (please describe in Notes),Poor,672,43.3,Other (please describe in Notes),Huckleberry and Salal,No
286974784,,47.3129183185,-122.5332136525,Thuja plicata,western redcedar,0,No Selection,Other (please describe in Notes),Good,982,6.1,Healthy,Huckleberry,No Selection
287057838,Ray Lepore,47.3166850125,-122.5355203668,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,514,"",Other (please describe in Notes),"Ferns, salal, young hazelnuts",No
288831230,,47.3040869975,-122.5338864157,Thuja plicata,western redcedar,0,No,No selection,Good,673,18,Healthy,Salal,No
288832425,,47.3040604809,-122.5338577471,Thuja plicata,western redcedar,0,No,No selection,Fair,674,13.4,Thinning Canopy,None,No
288836318,,47.3042174347,-122.5337922298,Thuja plicata,western redcedar,30,No,Other (please describe in Notes),Fair,370,39.2,Dead Top,Salal and evergreen huckleberry,No
288836778,,47.3052829394,-122.5346068908,Thuja plicata,western redcedar,"",No,No selection,Good,371,30.2,Healthy,Salal,No
288837796,,47.3053785612,-122.5343810121,Thuja plicata,western redcedar,"",No,No selection,Good,675,8.6,Healthy,None,No
288838206,,47.3053737255,-122.5344426923,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,372,33.1,Healthy,Bracken fern,Yes
288840210,,47.3054010236,-122.5344162009,Thuja plicata,western redcedar,0,No,No selection,No selection,676,24.8,Healthy,"Fern, huckleberry",Yes
288841667,,47.3054338167,-122.5344604053,Thuja plicata,western redcedar,0,No,No selection,Good,677,5.4,Healthy,Huckleberry,No
288841931,,47.3052777015,-122.5345837993,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,373,7.3,Thinning Canopy,Evergreen huckleberry,No
288842745,,47.30549086,-122.534425199,Thuja plicata,western redcedar,0,No,No selection,Good,678,30.5,Healthy,"Huckleberry, Salal",No
288848356,,47.3056148749,-122.5344370292,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,374,14.3,Healthy,"Western starflower, evergreen huckleberry, and invasive holly",Yes
288849180,,47.3059968613,-122.5350675637,Thuja plicata,western redcedar,0,No,No selection,Good,680,6.1,Healthy,Baby cedars and fern,Yes
288849326,,47.305464891,-122.5343378098,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,375,35.8,Healthy,"Evergreen huckleberry, western starflower, and bracken fern",No
288849525,,47.3055823561,-122.5345219085,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,679,27.3,Healthy,Salal and western starflower,No
288850684,,47.3060209616,-122.5350384001,Thuja plicata,western redcedar,0,No Selection,No selection,No selection,681,36.5,Healthy,Fern  and Salal,No Selection
288851974,,47.3060149693,-122.5351675592,Thuja plicata,western redcedar,0,No,No selection,Good,682,18,Healthy,None,No
288866532,,47.3059682847,-122.5351826599,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,376,19.5,Healthy,Evergreen huckleberry,No
288866631,,47.3059610628,-122.5351232679,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,377,11.6,Healthy,Evergreen huckleberry,No
288866791,,47.3061174019,-122.5351872766,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,378,17.3,Healthy,No vegetation visible,No
290742581,,47.30745734,-122.536421988,Thuja plicata,western redcedar,0,No,No selection,Good,776,7.7,Healthy,Huckleberry and fern,No
290745479,,47.309346481,-122.5386389638,Thuja plicata,western redcedar,0,No,No selection,Good,379,29.8,Healthy,Salal and bracken fern,No
290747571,,47.3098449183,-122.5390727125,Thuja plicata,western redcedar,0,No,No selection,Good,980,25.7,Healthy,None,Yes
290748362,Ray Lepore,47.3100786722,-122.5389468478,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,534,31.8,Healthy,Evergreen huckleberry,No
290748998,,47.3100432703,-122.5390466132,Thuja plicata,western redcedar,0,No,Multiple factors (please describe in Notes),Good,684,38.8,Healthy,Fern,Yes
290749900,,47.3101648666,-122.5389057095,Thuja plicata,western redcedar,0,No,No selection,Good,979,32.1,Healthy,Ferns,No
290750534,,47.3101062466,-122.5390842794,Thuja plicata,western redcedar,0,No,No selection,Good,685,6.4,Healthy,Fern,Yes
290754138,,47.3105141664,-122.5394757911,Thuja plicata,western redcedar,25,No,No selection,Poor,777,18.6,Healthy,Western Sisley Bractern fern and stinking bob,No
290755271,,47.3109025059,-122.5393422205,Thuja plicata,western redcedar,0,No,No selection,Good,686,12.4,Healthy,"",Yes
290755568,,47.3107650723,-122.5392873317,Thuja plicata,western redcedar,0,No,No selection,Good,978,8.2,Healthy,"Ferns, Holly",No
290756402,,47.3108705127,-122.5394162942,Thuja plicata,western redcedar,0,No,No selection,Good,687,6.6,Healthy,Fern,Yes
290757003,,47.3107697797,-122.5392401811,Thuja plicata,western redcedar,0,No,No selection,Good,977,14.9,Healthy,Holly and ferns,No
290757787,,47.3108264204,-122.5394630391,Thuja plicata,western redcedar,0,No,No selection,Good,688,7.9,Healthy,Fern,Yes
290758652,,47.3104928111,-122.5392946681,Thuja plicata,western redcedar,0,No,No selection,Good,976,13.4,Healthy,None directly under this tree. Other two in “pod” have understory,No
290759652,,47.3109160137,-122.5394913752,Thuja plicata,western redcedar,0,No,No selection,Good,689,12.9,Healthy,Baby cedar,Yes
290759999,Ray Lepore,47.311025942,-122.5390561235,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,546,90.2,Thinning Canopy,Evergreen huckleberry and sword ferns,No
290764088,,47.31135574,-122.5400878281,Thuja plicata,western redcedar,0,No,No selection,Good,690,6.7,Healthy,"Salal, fern",Yes
290764369,,47.3100354212,-122.5389633385,Thuja plicata,western redcedar,0,No,No selection,Good,683,25.2,Healthy,Sword fern and evergreen huckleberry,Yes
290764691,,47.3108571735,-122.5390909499,Thuja plicata,western redcedar,0,No,No selection,Good,380,65.2,Healthy,Sword fern and evergreen huckleberry,No
290765229,,47.3110674994,-122.5405398449,Thuja plicata,western redcedar,"",No,No selection,Good,778,6,Healthy,Sala,No
290765586,,47.3114393678,-122.5402259652,Thuja plicata,western redcedar,0,No,No selection,Good,975,40.3,Healthy,Evergreen Huckelberry,No
290765644,Ray Lepore,47.3109113748,-122.5392674044,Thuja plicata,western redcedar,0,Yes,Other (please describe in Notes),Fair,537,69,Healthy,Evergreen huckleberry,No
290766037,Ray Lepore,47.3110816804,-122.5402351843,Thuja plicata,western redcedar,0,No,No selection,Good,538,7.5,Healthy,None,No
290766476,,47.3115361635,-122.539948993,Thuja plicata,western redcedar,0,No,No selection,Good,691,10.1,Healthy,Fern,Yes
290766805,Ray Lepore,47.3115006355,-122.5404135235,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,539,38.1,Healthy,Evergreen huckleberry,No
290767239,,47.3114073409,-122.5403648558,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,381,59.5,Healthy,Salal and bracken fern,Yes
290767969,,47.3114503397,-122.539958541,Thuja plicata,western redcedar,0,No,No selection,Good,974,22.4,Healthy,Ferns,No
290768230,,47.3115587024,-122.540006024,Thuja plicata,western redcedar,0,No,No selection,Good,692,8.8,Healthy,Fern,Yes
290769767,,47.3115635187,-122.5400167162,Thuja plicata,western redcedar,0,No,No selection,Good,973,6.3,Healthy,Ferns,Yes
290773001,Ray Lepore,47.3116798868,-122.5400371866,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,540,29.9,Healthy,"Evergreen huckleberry, sword ferns",No
290793485,,47.3114789211,-122.5402687453,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,382,6.4,Healthy,Sword fern and evergreen huckleberry,Yes
290793505,,47.3116583331,-122.5397518004,Thuja plicata,western redcedar,0,No,No selection,Good,383,36.1,Healthy,Sword fern and evergreen huckleberry,Yes
292696621,,47.3120256379,-122.540374269,Thuja plicata,western redcedar,0,No,No selection,Good,693,44.7,Healthy,Huckleberry,No
292697490,Ray Lepore,47.3118972034,-122.5400597044,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,541,15.9,Healthy,Sword ferns,No
292698966,,47.3120203095,-122.5402736669,Thuja plicata,western redcedar,0,No,No selection,Good,780,55.6,Healthy,Sword Fern,No
292699540,Libby Lindstrom,47.311922753,-122.5401827728,Thuja plicata,western redcedar,0,Yes,Other (please describe in Notes),Good,542,36.4,Thinning Canopy,Sword ferns,No
292700587,,47.3121926063,-122.5403061287,Thuja plicata,western redcedar,0,No,No selection,Good,694,44.3,Healthy,"None, with debris at base of tree",No
292701846,,47.3123250889,-122.5401725333,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,695,7.5,Healthy,Sword Ferns,No
292703544,,47.3121713799,-122.5407559431,Thuja plicata,western redcedar,0,No,No selection,Good,783,17.4,Healthy,None,No
292703793,Libby Lindstrom,47.3119742789,-122.5404078743,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,543,39.3,Healthy,Huckleberry sword ferns,No
292704320,,47.3122269148,-122.5409468397,Thuja plicata,western redcedar,0,No,No selection,Good,696,29.1,Healthy,Fern,Yes
292705995,,47.312095032,-122.5406970564,Thuja plicata,western redcedar,"",No,No selection,Good,782,17.4,Healthy,None,No
292706930,,47.3120406362,-122.5406698953,Thuja plicata,western redcedar,0,No,No selection,Good,697,32.7,Healthy,"Huckleberry, fern",No
292709217,Libby Lindstrom,47.3120808698,-122.5406113725,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,544,53.5,Other (please describe in Notes),"Sword fern bracken fern, Oregon grape, holly",No
292709384,,47.3119234882,-122.5408395485,Thuja plicata,western redcedar,0,No,No selection,Good,781,38.2,Healthy,Huckleberry,No
292709910,,47.3117970537,-122.540985905,Thuja plicata,western redcedar,0,No,No selection,Good,698,22,Healthy,Huckleberry,No
292711722,Libby Lindstrom,47.311768729,-122.5406836885,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,546,50.5,Other (please describe in Notes),Huckleberry and Bracken fern,No
292721296,Ray Lepore,47.3119713789,-122.5409601497,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,545,32.4,Healthy,"Evergreen huckleberry, sword ferns, salal",No
292721329,Ray Lepore,47.3133181439,-122.5434868696,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,547,17.8,Healthy,Evergreen huckleberry,No
294667883,,47.3138010634,-122.5430971017,Thuja plicata,western redcedar,0,Yes,Other (please describe in Notes),Fair,384,41,Thinning Canopy,"sword fern, evergreen huckleberry, invasive holly, and salal",No
294670224,Ray Lepore,47.3141705367,-122.5435732712,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,549,10.9,Thinning Canopy,Evergreen huckleberry,No
294671310,,47.3140850596,-122.5435143663,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,385,20.9,Other (please describe in Notes),evergreen huckleberry,No
294671669,Ray Lepore,47.314119645,-122.543626682,Thuja plicata,western redcedar,0,No,No selection,Good,548,30.2,Healthy,"Evergreen huckleberry, sword ferns",No
294673998,,47.3150348772,-122.543933211,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,386,11.8,Healthy,Evergreen huckleberry and sword fern,No
294677029,Ray Lepore,47.3147354922,-122.5439493434,Thuja plicata,western redcedar,0,No,No selection,Fair,550,53.2,Thinning Canopy,Sword ferns,No
294679237,Ray Lepore,47.3152665997,-122.544939222,Thuja plicata,western redcedar,0,No,No selection,Good,551,7.4,Healthy,"Evergreen huckleberry, sword ferns",No
294679858,,47.3150109815,-122.5443620289,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,387,8.9,Thinning Canopy,Sword fern,No
294680423,,47.3153556124,-122.5449930216,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,388,7.1,Healthy,"Sword fern, evergreen huckleberry, and salal",No
294686937,Ray Lepore,47.3156129823,-122.5450563202,Thuja plicata,western redcedar,0,No,No selection,Good,552,7.6,Healthy,"Salal, sword ferns",Yes
294687372,Ray Lepore,47.317338421,-122.5460657806,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,553,19.5,Healthy,"Evergreen huckleberry, sword ferns",No
294702785,Ray Lepore,47.3178273254,-122.5452938037,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,554,40.3,Healthy,"Salal, bracken and sword ferns, holly",No
294702919,Ray Lepore,47.3179183854,-122.5452127309,Thuja plicata,western redcedar,0,No,No selection,Good,555,8.9,Healthy,"Evergreen huckleberry, sword ferns, salal",No
294703016,Ray Lepore,47.3179483251,-122.5450195112,Thuja plicata,western redcedar,0,No,No selection,Good,556,5.9,Healthy,"Evergreen huckleberry, sword ferns",Yes
294713041,,47.3158835719,-122.5449869729,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,389,38.4,Healthy,Sword fern and Oregon grape,No
294713185,,47.3178168999,-122.5451325773,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,390,36.3,Healthy,creeping snowberry,No
296584209,Ray Lepore,47.3166617946,-122.5361510824,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,920A,"",Healthy,Salal and tree debris,No
296585307,,47.3168046723,-122.5359849701,Thuja plicata,western redcedar,0,No,No selection,Good,779,52.7,Healthy,Huckleberry,No
296585846,,47.3169706939,-122.5363512456,Thuja plicata,western redcedar,0,Yes,Other (please describe in Notes),Good,391,54.7,Healthy,Salal,No
296587716,Ray Lepore,47.3172535258,-122.5363637164,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,557,32.4,Healthy,"Evergreen huckleberry, sword fern",No
296587892,,47.3172629483,-122.5365710894,Thuja plicata,western redcedar,0,No,No selection,Good,784,46.3,Healthy,Sword fern,No
296590631,,47.3172952165,-122.5369077147,Thuja plicata,western redcedar,0,No,No selection,Good,558,39.6,Healthy,Evergreen huckleberry,No
296591537,,47.3173133733,-122.5370015886,Thuja plicata,western redcedar,0,No,No selection,Good,785,8.9,Healthy,Salal and sword fern,No
296593981,Ray Lepore,47.3173220268,-122.537713447,Thuja plicata,western redcedar,0,No,No selection,Good,560,41,Other (please describe in Notes),Evergreen huckleberry,No
296597296,,47.3166054234,-122.5377248219,Thuja plicata,western redcedar,0,No,"Inner stem decay (rot, hollow center, etc.)",Poor,561,51.2,Healthy,Evergreen huckleberry,No
296598122,Kate Oliver,47.3166113334,-122.5378151439,Thuja plicata,western redcedar,0,No,No selection,Good,505,31,Healthy,Salah,No
296600092,,47.3162089324,-122.5381760647,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Poor,786,58.0,Healthy,Evergreen huckleberry,No
296603360,,47.3158509618,-122.5390732647,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,787,50.7,Healthy,None,No
296619598,Ray Lepore,47.3171185842,-122.5376836025,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),No selection,559A,"",Healthy,"Evergreen huckleberry, sword fern",No
296620143,Ray Lepore,47.3164040002,-122.5396592185,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,563,27,Healthy,"Sword fern, bracken",No
298477937,Kate Oliver,47.3173208907,-122.5376299951,Thuja plicata,western redcedar,0,No,No selection,Good,559,32.8,Healthy,"Sword Fern, Evergreen Huckleberry",No
298480201,,47.3169423542,-122.5403133909,Thuja plicata,western redcedar,0,No,No selection,Good,972,25.4,Healthy,Huckelberry,No
298480292,,47.3170526642,-122.5401917893,Thuja plicata,western redcedar,0,No,No selection,Good,800,13.4,Healthy,Huckleberry,No
298482047,Kate Oliver,47.315876867,-122.5383127026,Thuja plicata,western redcedar,0,No,No selection,Good,515,60.2,Healthy,"Salal, Trailing Blackberry, Oregon Grape, Sword Fern",No
298482184,,47.3171800889,-122.5402980687,Thuja plicata,western redcedar,0,No,No selection,Good,971,29.9,Healthy,Salal,No
298483160,,47.3171086768,-122.5405022301,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,970,31.8,Branch Dieback or 'Flagging',Huckelberry and Salal,No
298483276,,47.3171640415,-122.5405514935,Thuja plicata,western redcedar,0,No,No selection,Good,788,36.3,Healthy,Sword fern and Salal,No
298484660,,47.3171561696,-122.5405831769,Thuja plicata,western redcedar,0,No,No selection,Good,790,14.9,Healthy,Evergreen huckleberry,No
298485256,,47.3171036168,-122.5405703448,Thuja plicata,western redcedar,0,No,No selection,Good,969,38.5,Healthy,"Sword ferns, Salal, Huckelberry",No
298485325,,47.3172287431,-122.5406683145,Thuja plicata,western redcedar,0,No,No selection,Good,789,33.2,Healthy,Salal,No
298487825,Ray Lepore,47.3178663655,-122.540027062,Thuja plicata,western redcedar,25,No,Other (please describe in Notes),Poor,564,45.7,Other (please describe in Notes),"Salal, evergreen huckleberry",No
298491229,Kate Oliver,47.3160987993,-122.5393479358,Thuja plicata,western redcedar,0,No,No selection,Good,562,33.4,Healthy,"Salal, Evergreen Huckleberry",No
298492208,,47.317990569,-122.5426776417,Thuja plicata,western redcedar,0,No,"Inner stem decay (rot, hollow center, etc.)",Fair,796,73.3,Healthy,Salal,No
298493674,Kate Oliver,47.3180839756,-122.5413372534,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,565,50.5,Thinning Canopy,"Beaked Hazlenut, salal, Sword Fern",No
298493982,,47.3180224742,-122.542357306,Thuja plicata,western redcedar,0,No,No selection,Good,967,58.2,Healthy,Salal,No
298495720,,47.3171869278,-122.5404060295,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,969A,"",Healthy,Sword ferns,No
298496421,,47.3178808835,-122.5424058932,Thuja plicata,western redcedar,0,No,Mechanical damage or fire scars,Good,968,66.3,Healthy,Huckelberry and sword ferns,No
298496548,,47.317853367,-122.5432868092,Thuja plicata,western redcedar,0,No,"Insect damage on trunk (holes, frass, galleries, etc.)",Good,707,73,Healthy,Trailing blackberry,No
298496585,Ray Lepore,47.3179112814,-122.5414398676,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,565A,"",Other (please describe in Notes),"Sword ferns, salal, hazelnut, evergreen huckleberry, salmonberry",No
298497047,,47.3178950772,-122.5431702909,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,501,24.7,Healthy,Forest floor,No
298497537,,47.3178832869,-122.5432613671,Thuja plicata,western redcedar,0,Maybe,Other (please describe in Notes),Good,966,38.2,Healthy,Some ferns and Huckleberry but low volume,No
298498025,Ray Lepore,47.3178717699,-122.5432949865,Thuja plicata,western redcedar,0,No,No selection,Good,566,41.1,Healthy,None,No
298498189,Kate Oliver,47.3177621927,-122.5433188798,Thuja plicata,western redcedar,0,No,No selection,Good,524,63.7,Healthy,Violet,No
298499891,,47.3180142258,-122.5434958794,Thuja plicata,western redcedar,0,No,No selection,Good,965,48.1,Healthy,Grass,No
298501220,,47.3177595058,-122.5436452542,Thuja plicata,western redcedar,0,No,No selection,Good,964,54.9,Healthy,None,No
298526618,Ray Lepore,47.317797372,-122.5436899091,Thuja plicata,western redcedar,0,No,No selection,Good,567,51,Healthy,Grass,No
298532115,Kate Oliver,47.3177705558,-122.5434747492,Thuja plicata,western redcedar,0,No,No selection,Good,525,43.9,Healthy,None,No
299225262,Libby Lindstrom,47.3065017732,-122.5326071867,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,568,40.1,Healthy,Oregon grape huckleberry blackberry Swordfern,No
299229349,Libby Lindstrom,47.3066147331,-122.5331468208,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,569,39.0,Thinning Canopy,"sword fern, huckleberry, salmon berry bracken fern",No
299231139,Ray Lepore,47.3068052205,-122.5338454518,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,571,18.9,Other (please describe in Notes),"Trailing blackberry, evergreen huckleberry, sword ferns",No
299234407,Ray Lepore,47.3067594497,-122.5338075396,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,576,15.8,Healthy,"Bracken and sword ferns, Oregon grape",No
299239179,Libby Lindstrom,47.3066596409,-122.5339268504,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,572,21.1,Healthy,Bracken ferns,No
299240571,Libby Lindstrom,47.3066361119,-122.5338550944,Thuja plicata,western redcedar,0,No,No selection,Good,574,9.1,Healthy,Salal and Oregon grape,No
299240954,Libby Lindstrom,47.3067572065,-122.5343740894,Thuja plicata,western redcedar,0,No,"Animal damage (woodpecker/sapsucker holes, bark peeling)",Good,577,24.8,Healthy,None,No
299244198,Libby Lindstrom,47.3067589644,-122.5344230579,Thuja plicata,western redcedar,0,No,No selection,Good,578,31.1,Healthy,"Nettle, Sword Fern, Salal, Huckleberry",No
299244898,Libby Lindstrom,47.3070170517,-122.5346760286,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Fair,581,24.0,Thinning Canopy,Sword fern blackberry,No
299247467,Libby Lindstrom,47.3070334049,-122.534473313,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,580,28.8,Thinning Canopy,"",Yes
299247578,Ray Lepore,47.3070613187,-122.5346481291,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,582,34,Thinning Canopy,"Sword ferns, salal, evergreen huckleberry",No
299264992,Ray Lepore,47.3070644495,-122.5347948634,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,584,32,Thinning Canopy,"Sword ferns, salal, evergreen huckleberry",No
299277157,Margaret Pratt,47.3066765181,-122.5337695052,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,570,13.3,Healthy,"bracken fern, salal,",Yes
299277324,Margaret Pratt,47.3067017053,-122.5337914486,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,573,8.4,Healthy,no understory,No
299277460,Margaret Pratt,47.3066603663,-122.5339119097,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,575,14.4,Healthy,"sword fern, hazelnut",No
299277573,Margaret Pratt,47.3070592836,-122.5346242347,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,579,9.0,Healthy,"Sword fern, salal, trailing blackberry, fragrant bedstraw",No
299277672,Margaret Pratt,47.3070224806,-122.5347426356,Thuja plicata,western redcedar,0,No,No selection,Good,583,12.1,Healthy,"sword fern, salal, western starflower",No
299277794,Margaret Pratt,47.306791655,-122.5348020999,Thuja plicata,western redcedar,0,No,Multiple factors (please describe in Notes),Good,586,26.0,Healthy,"western starflower, beaked hazelnut, bracken fern",No
301018908,Ray Lepore,47.3181587503,-122.5433878981,Thuja plicata,western redcedar,0,No,Other (please describe in Notes),Good,593,12.3,Healthy,"Sword ferns, holly",Yes
301019648,,47.3180700808,-122.5437347344,Thuja plicata,western redcedar,0,No,No selection,Good,953,14.6,Healthy,None,Yes
